Credit_Limit,X2,X3,X4,Age,Pay_Status_Sep,Pay_Status_Aug,Pay_Status_Jul,X9,X10,X11,Bill_Sep,Bill_Aug,Bill_Jul,X15,X16,X17,Pay_Amt_Sep,Pay_Amt_Aug,Pay_Amt_Jul,X21,X22,X23,PD_Score,Decision,Expected_Loss
110000,1,3,2,36,-1,-1,-1,-2,-2,-2,2509,1260,0,0,0,0,1260,0,0,0,0,0,0.45142724839110193,MANUAL REVIEW,22345.648795359546
450000,1,1,1,37,1,2,0,0,0,0,387192,379442,387398,395655,403568,418182,0,14062,14700,14500,21077,12575,0.4647339291132373,MANUAL REVIEW,94108.62064543055
230000,2,2,1,29,0,0,0,0,0,0,30818,31209,32211,31647,34304,36849,2000,2000,1113,5000,5000,2000,0.1578864863020207,APPROVE,16341.251332259142
220000,2,1,2,31,0,0,0,0,0,0,124281,84575,93180,99097,106391,97337,10000,10000,8000,10000,10000,12097,0.12494335192168242,APPROVE,12369.39184024656
50000,2,2,1,51,0,0,2,2,3,2,44664,48028,46985,50484,50404,50241,4110,0,4600,1000,2000,0,0.7362422029567626,REJECT,16565.449566527157
20000,2,2,1,47,0,-1,-1,-1,-1,0,1343,1547,1539,1066,18187,18212,1547,1539,1066,18660,771,1000,0.39426166559783415,MANUAL REVIEW,3548.3549903805074
150000,2,1,2,31,2,2,2,2,2,0,17893,20669,20050,24701,24006,26599,3400,0,5000,0,3000,3000,0.9035783591844818,REJECT,60991.539244952524
20000,1,3,2,32,0,0,2,2,2,0,3677,6002,5758,12619,12274,15049,2400,0,7000,0,3000,4000,0.747142803926817,REJECT,6724.285235341353
170000,2,1,2,36,-1,-1,2,-1,-1,-1,248,832,416,2304,323,-1092,1416,0,2304,0,0,0,0.4700978621604549,MANUAL REVIEW,35962.486455274804
160000,2,2,2,25,-1,-1,-1,-1,-1,-1,21570,7501,10703,12448,2129,24461,7545,10841,12448,2141,24603,16897,0.09347800831141861,APPROVE,6730.416598422141
50000,1,2,2,35,3,2,2,2,2,-1,150,150,150,150,150,805,0,0,0,0,805,43340,0.804161627954975,REJECT,18093.63662898694
230000,2,1,1,42,1,-2,-2,-2,-2,-2,6087,16041,29977,5608,0,0,16050,29989,5608,0,0,0,0.4453104474505048,MANUAL REVIEW,46089.63131112725
10000,1,2,2,32,2,0,0,0,0,0,9299,9576,9028,9644,9790,9990,1132,1384,1000,196,200,0,0.873345328449798,REJECT,3930.0539780240906
210000,2,1,2,33,-2,-2,-2,-2,-2,-2,1723,0,0,0,0,0,0,0,0,0,0,0,0.3804496728588019,MANUAL REVIEW,35952.49408515677
200000,2,1,1,39,0,0,0,0,0,0,193162,191772,174199,173102,152178,129082,7294,5443,6000,5500,5000,5000,0.1992063617718108,APPROVE,17928.572559462973
180000,2,2,2,31,-2,-2,-2,-2,-2,-2,0,2813,12937,50500,0,0,2813,12937,50500,0,0,0,0.28500523698194996,APPROVE,23085.424195537948
50000,2,2,2,24,0,0,0,0,0,0,50649,50607,49903,41083,29635,30261,1905,1801,1468,1043,1085,1193,0.4139687617429287,MANUAL REVIEW,9314.297139215894
160000,2,1,2,30,1,2,2,2,2,0,151270,153276,155301,155152,144602,148199,6000,6085,12534,0,6000,6000,0.6713776457820485,REJECT,48339.19049630749
20000,1,3,2,24,0,0,0,0,2,2,13470,14748,15761,17497,17075,19777,1500,1264,2000,0,3000,0,0.7332944771119992,REJECT,6599.650294007994
80000,1,2,2,26,1,2,2,2,0,0,77389,75585,80300,75724,77504,79715,0,6000,0,3000,3500,3000,0.668213367464946,REJECT,24055.681228738056
80000,2,2,1,27,0,0,0,0,0,0,80658,70963,73411,75331,55011,56271,3800,3600,3200,2000,2100,3001,0.30454182625600207,MANUAL REVIEW,10963.505745216076
280000,1,2,2,30,-1,-1,-1,-1,-1,-1,651,1650,651,651,651,651,1650,651,651,651,651,0,0.3443909819360433,MANUAL REVIEW,43393.263723941454
290000,2,3,1,49,0,0,-2,-1,0,-1,52894,0,0,44777,26201,2780,21560,0,44777,0,5560,6420,0.1608387215176916,APPROVE,20989.453158058754
20000,2,1,2,24,2,2,0,0,0,2,14750,14229,16438,16770,17995,17556,0,2773,605,1500,0,1456,0.9220286487080274,REJECT,8298.257838372247
280000,2,3,2,38,-1,-1,-1,-1,0,0,6491,-1277,8413,19825,22085,12316,4041,16830,19862,12098,19,7428,0.2865495206426512,APPROVE,36105.239600974055
140000,2,1,2,43,1,2,0,0,0,0,147560,142435,142096,136836,139417,141889,3,5000,5000,5100,10200,5000,0.6007081473531372,REJECT,37844.61328324764
500000,2,1,2,37,0,0,0,0,0,0,80846,74776,73558,71055,61248,40737,3032,3200,1946,1734,2000,4128,0.0995184558257275,APPROVE,22391.652560788687
20000,2,3,1,39,2,3,2,2,3,2,15307,14769,15232,16677,16119,16548,0,1000,2000,0,1000,1000,0.924413056299223,REJECT,8319.717506693007
360000,2,3,2,30,-1,0,0,-1,0,0,11816,19726,26374,9781,8719,18076,10000,13021,9781,0,10000,8752,0.09886415558583608,APPROVE,16015.993204905446
260000,2,1,2,27,-1,-1,-1,-1,0,-1,399,399,399,798,399,399,399,399,798,0,399,399,0.41188483002833387,MANUAL REVIEW,48190.52511331506
210000,2,2,1,33,-1,-1,-1,-2,-2,-2,1971,748,0,0,0,0,822,0,0,0,0,0,0.41608465018494534,MANUAL REVIEW,39319.99944247733
50000,1,1,2,49,0,0,0,0,0,0,48960,49686,50723,9182,10025,10400,2255,2292,1157,1000,600,0,0.33432402200040306,MANUAL REVIEW,7522.29049500907
300000,1,3,1,37,-1,-1,-1,-1,-1,-1,4926,2847,3351,1961,4409,2503,2855,3357,1965,4419,2509,1139,0.23477069476887144,APPROVE,31694.043793797646
170000,1,2,2,34,0,0,0,0,0,0,113270,112012,114535,115448,117426,115675,6000,6000,4106,4312,5097,3800,0.21570510814115812,APPROVE,16501.440772798596
70000,2,2,2,23,2,0,0,0,2,0,69074,70811,67397,50126,47604,43429,2875,2327,3533,0,1367,1322,0.864009533457884,REJECT,27216.300303923348
50000,2,3,1,52,3,2,0,0,0,0,49534,48061,48807,49347,17524,17497,0,2200,2100,606,624,622,0.844316037168114,REJECT,18997.110836282565
130000,2,2,2,33,0,0,0,0,0,0,108984,106533,104394,103798,82816,78727,3775,3988,6000,3784,3010,3200,0.25480650523854503,APPROVE,14906.180556454885
20000,2,2,1,42,0,0,0,0,0,0,16560,17278,18289,18653,19195,19580,1293,1304,668,843,853,790,0.45680925117398735,MANUAL REVIEW,4111.283260565886
280000,2,2,2,43,0,0,0,0,0,0,273535,280598,141996,131471,134963,139471,12000,7300,5000,6000,7000,6000,0.20770998609121868,APPROVE,26171.458247493552
400000,2,2,1,49,-2,-2,-2,-2,-2,-2,389,389,389,320,14185,389,390,390,321,14255,390,390,0.3158879829381001,MANUAL REVIEW,56859.83692885802
200000,1,1,2,38,0,0,0,2,2,2,180486,183076,195535,190960,202139,194326,7000,15500,0,14184,0,6700,0.6091926985996146,REJECT,54827.34287396531
30000,2,2,3,54,1,-2,-2,-2,-1,0,0,0,0,0,20363,20819,0,0,0,20363,784,4000,0.500346296326347,MANUAL REVIEW,6754.675000405685
370000,1,1,2,31,0,0,0,0,0,0,35605,39837,41576,44178,47838,54341,5000,3000,5000,5000,8000,10000,0.07775809239717633,APPROVE,12946.72238412986
150000,1,2,1,58,-2,-2,-2,-2,-2,-2,4473,3273,2473,1473,1473,1473,3273,2473,1473,1473,1473,1473,0.18543563036326333,APPROVE,12516.905049520275
110000,1,3,2,32,0,-1,-1,-2,-2,-2,34000,223,0,0,0,0,223,0,0,0,0,0,0.27780000401300603,APPROVE,13751.1001986438
120000,1,2,1,43,0,0,0,0,0,0,33131,33121,32222,32877,30587,25938,2000,1500,1000,1000,2000,1000,0.2971450715994888,APPROVE,16045.833866372393
50000,1,2,2,42,1,-2,-2,-2,-2,-2,-4,-4,0,0,0,0,0,4,700,0,0,2300,0.4011688592291423,MANUAL REVIEW,9026.299332655703
370000,1,1,2,52,0,0,0,0,0,0,242132,130404,65225,41922,37565,28830,5600,3000,2000,3000,500,4019,0.17577547049869024,APPROVE,29266.615838031925
20000,2,2,2,52,0,0,0,0,0,0,18652,18506,18849,19917,19087,19588,1300,1500,1500,500,1380,385,0.4206530170954809,MANUAL REVIEW,3785.8771538593282
150000,1,1,1,29,-1,-1,-1,0,0,-2,46745,20853,90787,11232,0,0,20995,91269,56,0,0,0,0.1491005457243066,APPROVE,10064.286836390695
100000,1,2,2,29,0,0,-1,-1,-1,-1,51183,-1478,1261,1044,-217,522,0,4000,1044,0,2000,2000,0.2116382232860667,APPROVE,9523.720047873003
80000,2,1,2,28,1,2,2,2,2,2,53541,54694,55297,55788,57146,58351,2600,2100,2000,2400,2300,2315,0.7753309697159598,REJECT,27911.914909774554
300000,1,3,1,45,-1,-1,-1,2,-1,0,836,390,780,390,780,780,390,780,0,780,0,0,0.5569176522975504,MANUAL REVIEW,75183.8830601693
50000,1,2,1,38,0,0,0,0,0,0,22619,19055,20161,20553,18933,18855,2000,2000,1000,1000,1000,2000,0.3033820939731623,MANUAL REVIEW,6826.0971143961515
50000,2,1,2,24,0,0,0,0,0,0,49982,49650,48321,30281,30380,28852,1963,1739,1033,1058,1041,1007,0.32499447885153687,MANUAL REVIEW,7312.37577415958
100000,2,1,1,39,-1,-1,-1,-1,-1,-1,29449,55139,34181,12592,71340,32453,55139,34181,12592,71340,32453,37035,0.10654351406888538,APPROVE,4794.458133099843
80000,1,2,1,39,2,0,0,0,0,0,59999,61205,62620,63870,64114,65932,2800,3000,2901,2500,3000,5202,0.8873645297553209,REJECT,31945.12307119155
100000,2,2,2,31,2,2,2,2,2,2,41052,42081,41131,43637,42635,45440,2000,0,3500,0,3500,2000,0.927359123183519,REJECT,41731.16054325835
100000,1,2,2,29,2,0,0,0,0,2,43531,45103,45779,46912,49715,48791,2600,2200,2200,3900,0,6100,0.870678982357595,REJECT,39180.55420609178
70000,2,1,2,32,2,0,0,0,0,0,34640,35757,37175,38254,39017,39834,2000,2000,1700,1400,1446,1500,0.8945993221992504,REJECT,28179.87864927639
250000,2,1,1,35,0,0,0,0,0,0,88132,81826,71488,69145,68680,70047,3500,3070,2372,2413,2428,2507,0.13675692901170564,APPROVE,15385.154513816884
360000,2,1,2,26,-2,-2,-2,-1,0,0,0,0,0,23707,25233,23504,0,0,23707,2000,3391,4217,0.2687907012029245,APPROVE,43544.09359487377
360000,2,1,2,31,-2,-2,-2,-2,-2,-2,12521,18746,47535,186,38169,2665,18843,48271,187,38359,2678,6169,0.11237889241153641,APPROVE,18205.380570668898
220000,2,2,2,28,0,0,0,2,0,0,94311,95967,97995,97577,98583,99708,4319,5419,3000,3501,3629,7442,0.30264035374561343,MANUAL REVIEW,29961.39502081573
240000,2,1,2,27,1,2,0,0,0,0,21260,20643,38552,18580,12773,5423,0,19000,437,1000,1000,5503,0.4890516587234516,MANUAL REVIEW,52817.57914213277
150000,2,1,1,38,0,0,0,0,-1,-1,109244,96560,86565,85069,508,0,3506,5000,5003,508,0,0,0.2770047181995163,APPROVE,18697.81847846735
290000,2,1,2,25,-1,-1,-1,0,0,0,11102,9327,22149,23737,13449,17963,9358,22149,20000,3449,7000,11041,0.08616083381824835,APPROVE,11243.98881328141
10000,1,2,2,46,0,0,0,0,0,0,8866,9844,9319,18202,9287,0,1143,1218,1000,372,0,0,0.4434411714986494,MANUAL REVIEW,1995.4852717439226
180000,1,2,1,28,0,0,0,0,2,0,148735,150771,156334,165696,165582,168952,6000,8000,13500,4110,6200,13600,0.2210182875870838,APPROVE,17902.48129455379
100000,2,2,2,42,0,0,0,0,0,0,117464,81625,81815,78927,77418,74657,2962,2986,2807,2686,2767,2909,0.3964518936861981,MANUAL REVIEW,17840.335215878913
100000,1,2,1,44,0,0,2,0,0,-1,11119,12376,4419,2946,1473,3230,3000,0,0,0,3230,0,0.6075111003123049,REJECT,27337.999514053725
450000,2,1,2,28,-1,-1,-1,-1,-1,-1,108,-58,14276,1346,1448,4005,0,14500,1346,1448,4005,166,0.29264471134476244,APPROVE,59260.5540473144
50000,2,3,2,48,0,0,0,0,0,0,45163,25870,28027,28007,28770,28929,1500,3000,1200,1200,1162,1000,0.29276924215108263,APPROVE,6587.30794839936
170000,2,5,1,39,-1,-1,-1,-1,0,0,1803,217,10121,12180,15667,9224,218,10121,12180,5011,0,265,0.08022813088339695,APPROVE,6137.452012579867
30000,2,2,2,23,0,0,0,0,0,0,24607,24430,23881,24234,24853,7814,1700,1600,1287,1296,500,1550,0.3853642744196911,MANUAL REVIEW,5202.417704665831
240000,2,2,2,35,0,0,0,0,0,0,227457,232729,223431,226361,223508,238587,9000,10000,8000,9000,19000,9000,0.2539818513549799,APPROVE,27430.03994633783
50000,2,1,2,28,-1,-1,-1,-1,-1,-1,2926,1252,435,1309,589,1210,1254,435,1309,589,1210,1065,0.33535038626847824,MANUAL REVIEW,7545.383691040761
500000,2,1,1,39,-2,-2,-2,-2,-2,-2,4419,2584,4524,3518,2208,2550,2584,4524,3518,2208,2550,5953,0.16072495087193006,APPROVE,36163.11394618427
220000,2,3,1,38,-1,-1,-1,-1,-1,-1,20000,3450,5516,47619,28800,8561,3450,5549,50019,28800,8561,16599,0.29771932895332803,APPROVE,29474.213566379476
300000,2,1,2,34,-1,-1,-1,-1,-1,-1,19357,5000,3744,8059,3425,11860,5032,3744,8059,3425,11860,7595,0.14627657641092146,APPROVE,19747.3378154744
120000,2,2,1,25,0,0,0,0,0,0,70282,71463,60364,70420,62549,47683,4000,3000,11299,1943,2000,1684,0.23136281804144407,APPROVE,12493.59217423798
80000,2,1,2,25,-1,-1,-1,-2,-1,-1,177,1200,0,0,7240,0,1200,0,0,7240,0,0,0.31343717862282366,MANUAL REVIEW,11283.738430421652
150000,2,3,2,30,-2,-2,-2,-2,-2,-2,456,9664,3420,2527,0,0,9664,3420,2612,0,0,0,0.24407038511642046,APPROVE,16474.75099535838
50000,1,1,2,42,-1,-1,0,0,0,0,12751,19660,14659,14951,14195,14471,22660,1300,519,518,515,528,0.38664988235567804,MANUAL REVIEW,8699.622353002756
100000,1,2,1,46,0,0,-1,-1,-1,-2,60799,10095,1494,2200,0,0,2036,1504,2506,0,0,0,0.35184406800685436,MANUAL REVIEW,15832.983060308448
60000,1,2,1,56,0,0,0,0,0,0,26344,26382,27046,27187,27372,27549,1446,1500,960,1000,1027,860,0.3295078872683118,MANUAL REVIEW,8896.712956244419
50000,1,2,1,25,0,0,0,0,0,0,43259,35307,23096,18970,19514,20038,1405,1366,1000,1000,1000,600,0.38900177718105694,MANUAL REVIEW,8752.539986573782
30000,2,1,1,49,-2,-2,-2,-2,-2,-2,3340,0,1220,480,0,174,0,1220,480,0,174,1162,0.469944574156178,MANUAL REVIEW,6344.251751108403
360000,1,1,2,29,0,0,0,0,0,0,109997,205119,209680,213527,174907,126309,100000,8270,8423,6753,5139,5000,0.13398463987605616,APPROVE,21705.5116599211
240000,2,1,1,29,0,0,0,-1,0,0,41923,21409,17833,194043,194991,192800,1779,1000,194043,6530,7000,7000,0.20678751045954488,APPROVE,22333.051129630847
20000,2,2,1,37,0,0,2,0,0,0,17450,20358,19722,19616,19228,19878,3200,0,830,750,1000,282,0.5659571719293423,MANUAL REVIEW,5093.61454736408
30000,2,3,1,62,0,0,0,0,0,0,18563,19647,20725,21774,22114,22607,1700,1700,1700,1000,1000,2000,0.2573415323184334,APPROVE,3474.110686298851
30000,2,2,2,24,2,2,0,0,0,0,27954,27226,28427,28752,28447,24552,0,2000,1000,1100,1500,1000,0.8844868843195,REJECT,11940.57293831325
20000,1,2,1,37,3,2,0,0,0,0,20334,18555,3455,4359,4448,4704,0,1096,1000,89,256,0,0.9049643088176667,REJECT,8144.678779359
200000,2,2,1,34,-1,0,0,0,0,0,7271,9133,10972,12757,13069,13334,2000,2000,2003,1008,2029,1000,0.18091131308817587,APPROVE,16282.018177935828
130000,2,4,2,28,0,0,0,0,0,0,36108,34256,36357,37878,39489,41833,3000,3000,2500,3000,3000,2000,0.05510037478094591,APPROVE,3223.371924685336
220000,2,1,1,39,-1,-1,-1,-1,-1,-1,2342,1120,5707,2021,15441,7661,1122,5738,2041,15516,7697,2916,0.3278760039830524,MANUAL REVIEW,32459.724394322184
80000,2,2,1,22,2,2,2,2,2,-2,79026,81521,83628,152452,0,0,4400,4001,12,0,0,0,0.8446348437588583,REJECT,30406.8543753189
160000,1,2,2,24,0,0,0,0,0,0,77838,76054,73992,73246,71321,141494,3300,3275,3000,3000,3000,3500,0.1568172412542188,APPROVE,11290.841370303755
130000,2,2,1,33,0,0,0,0,0,0,133461,133393,132211,101807,101083,101597,7010,6657,3899,3952,3900,4000,0.2080987956079271,APPROVE,12173.779543063736
310000,2,2,2,31,0,0,0,0,0,0,313956,314859,307371,299501,217763,217659,11000,12500,11000,6600,7000,7493,0.2625820509133848,APPROVE,36630.19610241718
240000,1,2,1,45,0,0,0,0,0,0,237868,242260,101542,30284,168674,171825,8932,4707,1862,140061,5262,5300,0.3037293723155397,MANUAL REVIEW,32802.772210078285
140000,2,2,1,42,0,0,0,0,0,0,111496,112133,69529,70804,70781,66735,6022,3021,5012,5112,3000,5000,0.22350776657710056,APPROVE,14080.989294357336
50000,1,2,2,26,1,5,4,8,7,6,48481,47426,56623,55815,55033,53625,0,10000,0,0,0,0,0.5465324737461073,MANUAL REVIEW,12296.980659287414
120000,2,2,1,38,-1,-1,-1,-1,-1,-1,4100,7270,820,820,2870,970,7270,820,820,2870,970,820,0.3295709235583859,MANUAL REVIEW,17796.829872152837
30000,2,3,3,61,2,2,0,0,0,0,24453,23212,23964,24434,21340,5624,0,1522,1200,428,112,0,0.8079686581799068,REJECT,10907.576885428743
310000,1,1,2,28,0,0,0,0,0,0,153620,147023,127390,129886,130676,127738,6603,4600,4507,4027,4025,4018,0.14661400396955368,APPROVE,20452.653553752738
500000,2,3,2,29,0,0,0,0,0,0,110651,94609,95607,95276,90310,91229,3005,3027,6024,3003,2334,4087,0.10660301648021793,APPROVE,23985.678708049036
200000,1,1,2,35,-1,-1,-1,-1,-1,-1,7429,24325,40258,15103,14079,20878,24325,40265,15159,14079,20878,26716,0.058182536554408394,APPROVE,5236.428289896756
140000,1,2,1,38,2,2,2,2,2,2,53797,55007,56128,56713,55796,56251,2700,2600,2100,600,1500,4545,0.914801483435145,REJECT,57632.49345641414
150000,1,2,2,31,-2,-1,-1,-1,-1,-2,0,648,0,1448,0,0,648,0,1448,0,0,3632,0.32066087533922527,MANUAL REVIEW,21644.609085397704
270000,2,2,2,39,-2,-2,-2,-2,-2,-2,3073,1816,1163,1582,0,1320,1816,1163,1582,0,1320,717,0.2511259843652899,APPROVE,30511.80710038272
120000,1,1,1,37,0,0,0,0,0,0,68329,72212,79334,80531,80944,78771,5000,9000,3000,3100,3000,3000,0.2708439425806474,APPROVE,14625.57289935496
70000,1,2,2,30,1,-1,0,0,0,0,0,11609,13411,14470,18070,15000,11609,2000,1400,5000,300,4220,0.34397805340483617,MANUAL REVIEW,10835.30868225234
360000,2,2,1,61,2,0,0,0,0,0,353176,353782,303494,260113,263229,268446,13869,11644,12307,9474,9662,9794,0.8630780703373765,REJECT,139818.64739465498
80000,1,3,1,55,0,0,0,0,0,0,82567,84221,80041,19000,15178,14717,3121,8443,1582,548,531,479,0.3906127211204609,MANUAL REVIEW,14062.057960336593
70000,1,2,2,45,1,2,2,2,2,0,9728,9423,12251,12358,11865,11975,0,3000,600,0,450,500,0.7760178029364307,REJECT,24444.56079249757
150000,1,1,2,33,0,0,0,0,0,0,27221,27897,25304,21894,18452,28191,5000,1715,1200,625,10000,1000,0.1062951615830971,APPROVE,7174.923406859055
130000,1,2,1,39,3,2,-1,-1,-1,0,130819,124946,10212,2486,5170,6823,0,10252,2486,5170,3039,2386,0.8254780996935102,REJECT,48290.46883207035
90000,1,3,1,31,0,0,0,0,0,0,67776,68476,68485,67000,45837,49959,4023,4017,4000,4000,5000,4000,0.30317140594585534,MANUAL REVIEW,12278.441940807143
50000,1,1,2,49,0,0,0,0,0,0,25277,27209,23740,19448,19594,19762,3000,3014,684,1000,713,677,0.2548166560452804,APPROVE,5733.37476101881
350000,2,1,1,43,-2,-2,-2,-2,-2,-1,0,0,0,0,0,1146,0,0,0,0,1146,54269,0.4546154388769989,MANUAL REVIEW,71601.93162312733
210000,2,1,1,36,1,-1,-1,-1,-1,-1,0,1690,0,5619,4090,581,1690,0,5619,4090,581,0,0.40910509027333913,MANUAL REVIEW,38660.43103083055
20000,2,2,2,46,1,2,2,2,0,0,16626,16071,19205,19712,19249,38900,0,3473,1000,727,1100,1100,0.6376807668427432,REJECT,5739.126901584689
50000,2,2,1,47,0,0,3,2,2,0,9532,14023,13513,14388,13862,14149,5000,0,1400,0,659,664,0.676244509627192,REJECT,15215.501466611819
30000,1,1,1,37,0,0,0,0,0,0,29104,30606,30416,28165,28654,29083,2000,2000,2003,2000,1000,402,0.4087264219485812,MANUAL REVIEW,5517.806696305847
200000,1,2,1,36,1,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.6337709616756075,REJECT,57039.38655080468
250000,2,2,1,75,0,-1,-1,-1,-1,-1,52874,1631,1536,1010,5572,794,1631,1536,1010,5572,794,1184,0.1637540132233708,APPROVE,18422.326487629212
160000,1,2,2,30,0,-1,-1,0,-1,-1,2720,1280,5850,150,1240,0,1280,5850,0,1240,0,0,0.3868974058741195,MANUAL REVIEW,27856.61322293661
190000,2,1,1,31,-1,3,2,-1,-1,-1,8121,6523,750,14724,919,-3899,0,0,14724,0,0,25000,0.5067492969378299,MANUAL REVIEW,43327.06488818446
350000,2,1,2,32,0,0,0,0,2,0,260076,265242,271726,295642,283684,282575,9501,10766,29060,55,10104,9324,0.4417887215247367,MANUAL REVIEW,69581.72364014602
100000,2,2,1,23,0,0,0,0,0,0,6584,7560,4470,1490,542,679,2500,1193,1000,0,400,842,0.38556449096591644,MANUAL REVIEW,17350.40209346624
150000,1,1,2,33,-1,2,-1,-1,0,-1,6146,891,8969,6027,5132,1461,0,8969,6027,0,1461,50289,0.2732402726116152,APPROVE,18443.718401284026
20000,1,2,2,49,0,0,0,0,-1,-1,19111,18936,18588,19260,1500,0,1286,1328,1000,1500,0,0,0.4859890946053478,MANUAL REVIEW,4373.90185144813
30000,2,2,2,26,0,0,0,2,0,0,27376,27639,27788,25484,25707,25797,1500,3608,0,1000,1100,2200,0.5428395828929107,MANUAL REVIEW,7328.334369054294
40000,2,2,2,26,0,0,2,0,0,0,37423,40742,38582,39478,39620,38687,3967,0,1858,1500,5000,1605,0.5898914826495328,MANUAL REVIEW,10618.04668769159
50000,1,3,1,51,1,2,0,0,0,0,48091,47028,46672,28478,29074,29671,1,2213,1019,1055,1080,1245,0.6344103761648727,REJECT,14274.233463709637
30000,2,2,1,25,1,2,0,0,0,0,30347,28517,29709,29833,29306,29348,0,1800,1000,1041,1138,932,0.6468668948972827,REJECT,8732.703081113317
190000,2,3,2,46,0,0,0,0,0,0,124245,126722,129376,132016,134632,137470,4536,4696,4791,4811,5000,5033,0.19411341993822262,APPROVE,16596.697404718034
100000,2,2,2,31,0,0,0,0,0,0,101458,101207,101421,101111,101384,101358,3800,4000,3602,3719,3700,7800,0.2489051817195275,APPROVE,11200.733177378737
50000,2,1,2,23,0,0,0,0,0,0,48064,49362,48038,8760,9646,7747,2091,1310,1000,1000,277,296,0.4205460016701941,MANUAL REVIEW,9462.285037579368
20000,1,2,1,31,-1,-1,-1,-1,-1,-1,1572,1386,999,2640,1000,0,1386,1003,2640,1000,0,0,0.5472927199324227,MANUAL REVIEW,4925.634479391804
20000,1,2,1,22,0,0,0,0,0,0,19356,19754,20279,19887,19887,0,1485,1400,398,0,0,0,0.46599375890244066,MANUAL REVIEW,4193.943830121966
140000,2,3,1,46,0,0,0,0,0,0,68075,69972,71805,73613,75426,77169,3000,3000,3000,3000,3000,5000,0.20800819824353675,APPROVE,13104.516489342815
150000,1,1,2,24,-1,-1,-1,-1,-1,-1,1050,3258,3664,1461,2348,3626,3258,3735,1461,2348,3626,3089,0.2651995218004319,APPROVE,17900.967721529152
260000,1,1,2,30,-1,-1,-1,-1,-1,-1,1943,855,7288,1055,710,755,855,7288,1055,710,755,955,0.28777183582154264,APPROVE,33669.30479112049
70000,2,2,2,40,2,0,0,0,0,0,64744,66030,67450,68587,57710,58918,2361,2482,2293,2063,2135,2188,0.8765776286855146,REJECT,27612.19530359371
170000,2,3,2,33,0,0,0,0,0,0,166348,162319,165592,167482,171106,164042,7354,7464,6127,6550,6100,10000,0.1452141319676889,APPROVE,11108.8810955282
200000,1,1,2,29,-1,-1,-1,-1,-1,-1,99,99,99,99,99,348,99,99,99,99,348,0,0.517895737900172,MANUAL REVIEW,46610.61641101548
30000,1,3,1,49,2,2,2,2,2,2,26343,27127,26393,29646,30390,29755,1500,0,3712,1363,0,1141,0.9189779348230327,REJECT,12406.202120110942
50000,2,1,2,22,0,0,0,0,0,0,8000,6881,8127,8763,8956,4224,1118,1364,1000,193,89,54,0.4251675582620446,MANUAL REVIEW,9566.270060896004
80000,2,2,2,52,0,0,0,0,0,0,88819,77304,79545,55119,45630,45630,2990,3714,1500,1000,0,0,0.3338305133197803,MANUAL REVIEW,12017.898479512092
230000,1,1,1,38,-2,-2,-2,-2,-2,-2,7904,860,-3,-3,-3,-3,864,0,0,0,0,0,0.2813613344298874,APPROVE,29120.898113493353
30000,2,2,1,25,2,2,2,2,2,2,28766,27183,30023,29243,31262,30327,0,3600,0,2800,0,1080,0.9168840274860547,REJECT,12377.934371061738
140000,2,1,2,34,-1,-1,-2,-2,-1,0,1500,0,0,0,6400,11400,0,0,0,6400,5000,1000,0.25094900718350843,APPROVE,15809.787452561033
310000,2,2,1,40,0,0,0,0,0,0,180225,85799,103459,80237,74627,52057,10000,20000,10000,6000,5000,5000,0.08645305267319037,APPROVE,12060.200847910057
450000,2,1,1,33,-2,-2,-2,-2,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0.6340593899459086,REJECT,128397.0264640465
240000,1,2,2,30,-2,-2,-2,-2,-2,-2,13989,7976,2088,7795,1335,2928,7976,2088,7795,1335,2928,4319,0.11737065069566256,APPROVE,12676.030275131556
200000,2,3,1,54,0,0,0,0,0,0,114643,115828,116585,116005,118334,117902,6000,4200,4252,4300,4500,4000,0.15332075024977562,APPROVE,13798.867522479808
250000,2,5,1,33,0,0,0,0,0,0,211084,211577,202346,203132,201230,199820,6934,7000,8975,7043,8000,10000,0.0694172237365302,APPROVE,7809.437670359648
180000,1,3,1,58,2,2,2,2,2,2,36086,37196,36322,38808,39474,40297,2000,0,3405,1600,1600,1700,0.8663408486417261,REJECT,70173.60873997981
110000,1,2,2,26,2,2,2,2,2,2,58112,56620,60732,61938,63097,64492,0,5700,2800,2300,2600,2300,0.8972779671053542,REJECT,44415.25937171504
240000,1,2,1,34,0,0,0,0,0,0,242805,237854,240535,242770,191520,173461,10000,11000,9248,8005,8000,8000,0.38330089848621346,MANUAL REVIEW,41396.49703651105
80000,2,1,2,26,-1,-1,-1,0,-1,-1,666,666,1332,666,666,416,666,1332,0,666,416,416,0.6154187660785692,REJECT,22155.075578828488
30000,2,2,1,23,2,0,0,0,0,0,27997,26049,27222,27729,28437,25336,1800,1900,1330,1038,1128,5000,0.8821169674924161,REJECT,11908.579061147619
200000,2,3,1,49,2,-1,2,2,2,0,570,52439,51040,56205,54723,58657,52439,0,6000,0,5000,2286,0.8756332640191756,REJECT,78806.99376172581
360000,2,1,1,32,-1,-1,-2,-2,-2,-2,2500,0,0,0,0,0,0,0,0,0,0,0,0.46316313868814935,MANUAL REVIEW,75032.4284674802
